Tweet_id,User_name,Tweet_text,Language,Hashtags,Created_at,Search_Keyword
1862144603207377007,Ahmed Alardi,"سمعتوا عن الانسولين الجديد من Novo Nordisk ؟ .. اللي أقدر اسميه ""الإنسولين الذكي""😎

ثورة جديدة وواعدة في علاج السكري !👏🏻 
NNC2215 https://t.co/QPxyaXPX8P",ar,[],2024-11-28 14:40:45+00:00,Novo Nordisk
1862856054955999316,Heard on the Street,Eli Lilly and Novo Nordisk inevitably are facing many challengers for their lucrative obesity drugs. Their moat just got a bit stronger explains @david_wainer  https://t.co/l9jCoJvgie $LLY $NVO $AMGN,en,[],2024-11-30 13:47:48+00:00,Novo Nordisk
1862067746982232495,Margrethe,"@s_elkj Deres proddukter har jeg holdt mig fra siden muhammedkrisen. Landsforræderi bliver aldrig glemt. Og nu vi er ved det. Spøjst sammenfald med medicinal og ""fødevare"" industri, hvis vi overhovedet kan kalde deres junk det. Et medlem af Novo Nordisk Fonden: https://t.co/5wtZHZdqB9",da,[],2024-11-28 09:35:21+00:00,Novo Nordisk
1861306371301314698,Novo Nordisk Foundation,"The dyeing of denim traditionally relies on various harsh chemicals and causes significant environmental pollution. However, researchers in Denmark are aiming to change that through an innovative new dyeing method. The groundbreaking technique uses an aqueous solution of indican and near UV light to transform the compound indican into indigo directly on the yarn.

To advance this novel discovery, Katrine Qvortrup, Associate Professor at DTU Chemistry, and Senior Researcher Carsten Dam-Hansen from DTU Electro, have been awarded a Distinguished Innovator Grant from the Novo Nordisk Foundation for the research project, ""Indican-based light-driven blue denim dyeing for low-impact fashion.""

This grant will enable the researchers to fully optimise the reaction process and develop scalable systems for large-scale dyeing. Ultimately, they aim to create a continuous prototype dyeing system to efficiently dye yarn with minimal environmental and societal impact.",en,[],2024-11-26 07:09:54+00:00,Novo Nordisk
1861783396558553423,Governo do Brasil,"Acordo entre o Ministério da Saúde e a Novo Nordisk garante entrega antecipada de 93% das canetas de insulina até dezembro, beneficiando pacientes da rede pública. Quem tiver dificuldade de acesso nas farmácias deve procurar uma UBS. https://t.co/arUFZwKKsY",pt,[],2024-11-27 14:45:26+00:00,Novo Nordisk
1862829881559511423,WSJ Markets,Heard on the Street: Amgen could have an obesity drug on the market within a few years. But Lilly and Novo Nordisk’s market leadership isn’t about to be upended https://t.co/p2F8yZGe34,en,[],2024-11-30 12:03:48+00:00,Novo Nordisk
1861888996198027362,Reuters Health,"Canada's health regulator has approved Novo Nordisk's weight loss drug Wegovy to reduce the risk of nonfatal heart attack or myocardial infarction in some adults, the Danish drugmaker said on Wednesday. https://t.co/xROeebW4Gp https://t.co/xROeebW4Gp",en,[],2024-11-27 21:45:03+00:00,Novo Nordisk
1862473383717302436,Team Novo Nordisk,Did you get it 😅 https://t.co/gSshue1rdi,en,[],2024-11-29 12:27:12+00:00,Novo Nordisk
1862832541511700960,Markets News,"New ""Market News"" post on WSJ: Eli Lilly and Novo Nordisk's Obesity Moat Just Got Stronger https://t.co/fP1G4egtJa",en,[],2024-11-30 12:14:22+00:00,Novo Nordisk
1862832648856506472,Olum & Khubor,"Market Insights powered by Wall Street Journal

Eli Lilly and Novo Nordisk's Obesity Moat Just Got Stronger https://t.co/SqCv6Xb9Ga

#boldnews #worldnews",en,"['boldnews', 'worldnews']",2024-11-30 12:14:47+00:00,Novo Nordisk
