Tweet_id,User_name,Tweet_text,Language,Created_at,Search_Keyword
1862229896296374762,Tim Cook,I'm so proud of the many teams across Apple developing powerful technologies that are improving people’s lives. The Hearing Aid feature on AirPods Pro 2 uses your personalized sound profile so you can hear the moments that matter. https://t.co/DsGytAUQAR,en,2024-11-28 20:19:40+00:00,Apple
1862455990517661868,Poonam Soni,"Apple just announced iOS 18.2 will be released next month.

This will be Apple’s MASSIVE upgrade with Apple Intelligence

13 features you don't want to miss  (Don't miss the 5th one) https://t.co/Uo7CEy4exA",en,2024-11-29 11:18:05+00:00,Apple
1861750753074823592,Rep. Nancy Mace,".@jkrowling is a true inspiration fighting for and protecting all women.

#HoldTheLine 

https://t.co/LAJsumMZWh https://t.co/Cu2JLlbE9h",en,2024-11-27 12:35:43+00:00,Apple
1860390013906878488,amirtha,when i accidentally click on Apple Maps instead of Google Maps https://t.co/lyox5IxBHq,en,2024-11-23 18:28:38+00:00,Apple
1861323340482335014,Black Albino.,"Elon Musk on Apple: ""I'm coming for you. I will make a Tesla phone. Cheaper than the iphone and with free Starlink. Your days are numbered""

It high time y'all should put an end to buying luxury apple products. 

Think of a Tesla phone that's cheaper than all these luxury apples & samsung product and also offers global internet connectivity through satellites, charges itself with sunlight, and seamlessly controls your car, home, and more.

Sounds too good to be true, right? Well, leave it to Elon and Tesla to make it a reality with the Tesla Pl Phone.

Launching date is fast approaching.",en,2024-11-26 08:17:20+00:00,Apple
1862166668006261158,Brant Hansen,"This is it.

The poetry of family and music... and the profound payoffs of faithful fatherhood. 

What a GREAT ad from Apple. https://t.co/doXnpb657N",en,2024-11-28 16:08:25+00:00,Apple
1862145986077839450,Benny Johnson,"I’m stunned. Apple just released the single greatest pro-parenting ad in the history of American advertising.

The pro-family cultural revolution is here. 

Watch. Try not to cry… https://t.co/30JvZkuMjJ",en,2024-11-28 14:46:14+00:00,Apple
1862173928828870672,Anna Lulis,"Apple just released the most beautiful pro-family ad.

This is what it’s all about.

Get married.
Have kids.

Care about the things that matter. https://t.co/f8bX4Rgutb",en,2024-11-28 16:37:16+00:00,Apple
1862526113043403075,*,cranberry apple pie before and after baking ^o^ https://t.co/DRnjY6haie,en,2024-11-29 15:56:44+00:00,Apple
1862279706520826332,Sr.Liberal,"Apple abandona el wokismo y se decanta por la institución familiar para su anuncio de navidad. 👏
https://t.co/rcPcJeQwSM",es,2024-11-28 23:37:36+00:00,Apple
1862132392711868553,Aaron,"Apple just released their annual holiday ad and wow... 

I'm not crying, I'm just sweating through my eyes https://t.co/eRhYRAAhpL",en,2024-11-28 13:52:13+00:00,Apple
1862579784464675199,I Hate Apple,"Apple A18 Pro Vs MediaTek Dimensity 9400 in a GPU Web Acceleration Test.
Yer.......the iPhone isn't doing well 🤣🤣 https://t.co/ZlwmTnt1Kq",en,2024-11-29 19:30:00+00:00,Apple
1862231293238382964,William Wolfe 🇺🇸,"Trump’s win shifted the vibe so hard that Apple is putting normal white families back in commercials again 
 https://t.co/mEaaXlP6js",en,2024-11-28 20:25:13+00:00,Apple
1862515677409812857,Apple Design,"Reality of Google Pay compared to Apple Pay

Now you know - Google knows about every fking payment you do while Apple doesn't 

Apple is the most secure platform. https://t.co/4TEjyKOTYg",en,2024-11-29 15:15:16+00:00,Apple
1862393806630609155,Dr. Julian Hosp,"This ad makes me proud as an Apple shareholder.
No pseudo-woke nonsense, no forced morality – just pure emotions, strong values, and a clear message. This is what great advertising should do: inspire, connect, and elevate the brand.
Apple shows, that they know (if they want to!) how to resonate with their audience without chasing fleeting trends. This builds not only brand strength but also shareholder confidence in the company’s future.
Well done, Apple – keep it up! 💪
What do you think? Did they nail it with this ad?",en,2024-11-29 07:10:59+00:00,Apple
1862542213990727897,Elon Musk (Fan),"Be honest!

Do you love ❤️ apples 🍎? 

A. Yes
B. No https://t.co/1aYx0bUrr5",en,2024-11-29 17:00:42+00:00,Apple
1862822162823790649,Ypee Baakop3🤴,"🎵 : Ypee - Chingilingi ft. Amerado 

Prod By @izjoe_beatz 

out on all digital stores

https://t.co/GatxTRkaeS https://t.co/5ImYpNh2DI",en,2024-11-30 11:33:07+00:00,Apple
1862376025344418267,すとぷり【公式】,"🍓✨すとぷりWith!!(すとうぃず)✨🍓

🎮ゲーム内ストーリーイベント📖
「メリークリスマス！すとぷりと聖夜の奇跡 前編」開催中🩵🎄💜

▼アプリのダウンロードはコチラから!!
📲 iOS: https://t.co/EdX8ZJMK2w
📲 Android: https://t.co/jJRVKzdHnX 

#すとうぃず
#すとぷりWith https://t.co/GrES77FmMd",ja,2024-11-29 06:00:20+00:00,Apple
1860685560366371257,Retro Tech Dreams,OK https://t.co/FvBo3J9Cai,und,2024-11-24 14:03:02+00:00,Tech
1862707659348037965,The Sammooo! Show,"This is 100% targeting. 

Georgia Tech is getting screwed over. 

 https://t.co/a04e8T22Gc",en,2024-11-30 03:58:08+00:00,Tech
1860383608415957436,Alexander,"Hacking / Cybersecurity,  For those that wants to start a career in tech https://t.co/TKOXikRokt",en,2024-11-23 18:03:11+00:00,Tech
1862674973904515383,Chalupa Batman,Does this mean we can count Georgia Tech as a “quality loss”? https://t.co/ZKFSXo3AeT,en,2024-11-30 01:48:15+00:00,Tech
1862724328032530513,FOX College Football,"THE DAWGS WIN IT IN 8OT 😱🤯

Georgia holds off Georgia Tech and survives 🔥 https://t.co/wtaFBV3YXX",en,2024-11-30 05:04:22+00:00,Tech
1862722168162779339,Austin Pendergist,Life as a bandwagon Georgia Tech fan for the last hour. https://t.co/w92wP7PEvR,en,2024-11-30 04:55:47+00:00,Tech
1841427912836178027,Kate Levchuk 🇺🇦🇵🇱🏴󠁧󠁢󠁥󠁮󠁧󠁿,2 wars in 1 picture https://t.co/O0sAyycghS,en,2024-10-02 10:40:01+00:00,Tech
1845573520035577925,Jason,Tech founders after watching Starship https://t.co/66KSwQWYql,en,2024-10-13 21:13:10+00:00,Tech
1862139457924739280,Rjey,The Pixel 9 Pro is simply the best phone. 🇩🇪 https://t.co/PJpsOtOm87,en,2024-11-28 14:20:18+00:00,Tech
1862679717712654836,Matt Smith,What would Georgia Tech’s record be if they got to play a full SEC schedule?  11-1? 12-0? https://t.co/XBGLovvDUc,en,2024-11-30 02:07:06+00:00,Tech
1862708644799762924,Gabe,The Georgia Georgia Tech game was a lot more fun when the referees weren’t just babying the Bulldogs down the field.,en,2024-11-30 04:02:03+00:00,Tech
1862717368289706215,Barstool Sports,"1st quarter: wow this Georgia Tech QB is solid, maybe they can hang around here

OT: Haynes King is America’s QB

 https://t.co/y7IDpAX5m6",en,2024-11-30 04:36:42+00:00,Tech
1858895389065125989,BAYKAR,"✍️ Dünya Havacılık Tarihi | 19 Kasım 2024

#BayraktarTB3, dünya havacılık tarihinde kısa pistli bir gemiden, TCG Anadolu'dan iniş ve kalkış yapmayı başaran ilk insansız hava aracı oldu! ✈️⚓️🚀

Vatanımıza armağan olsun!

✍️ Global Aviation History | November 19, 2024

The Bayraktar TB3 has made history as the first unmanned aerial vehicle to successfully take off and land on the short-runway carrier TCG Anadolu! ✈️⚓️🚀
 
#MilliTeknolojiHamlesi I #NationalTechnologyInitiative 🌍🇹🇷",tr,2024-11-19 15:29:32+00:00,Tech
1862704570821955794,Bussin' With The Boys,Georgia Tech taking the Dawgs for a walk 👀 https://t.co/b0ScEgBh90,en,2024-11-30 03:45:51+00:00,Tech
1820924277366911315,Pariss Athena | Founder of Black Tech Pipeline,Omg my mom found an old diary entry of mine🤦🏾‍♀️ https://t.co/M7ERrHySHZ,en,2024-08-06 20:45:53+00:00,Tech
1862701766405452121,Brett Gibbons,"Even if this ball wasn’t tipped, this just isn’t DPI. Georgia Tech was absolutely hosed by an officiating crew afraid of the home crowd https://t.co/x23DTijPaH",en,2024-11-30 03:34:43+00:00,Tech
1862724180313068018,Georgia Tech,Goodnight. Helluva game. 🐝,en,2024-11-30 05:03:46+00:00,Tech
1805224529838424145,NO CONTEXT HUMANS,Innovation at its finest https://t.co/FTqZOQO7Tc,en,2024-06-24 13:00:42+00:00,Innovation
