Tweet_id,User_name,Tweet_text,Language,Hashtags,Created_at,Search_Keyword
1862144603207377007,Ahmed Alardi,"سمعتوا عن الانسولين الجديد من Novo Nordisk ؟ .. اللي أقدر اسميه ""الإنسولين الذكي""😎

ثورة جديدة وواعدة في علاج السكري !👏🏻 
NNC2215 https://t.co/QPxyaXPX8P",ar,[],2024-11-28 14:40:45+00:00,Novo Nordisk
1862067746982232495,Margrethe,"@s_elkj Deres proddukter har jeg holdt mig fra siden muhammedkrisen. Landsforræderi bliver aldrig glemt. Og nu vi er ved det. Spøjst sammenfald med medicinal og ""fødevare"" industri, hvis vi overhovedet kan kalde deres junk det. Et medlem af Novo Nordisk Fonden: https://t.co/5wtZHZdqB9",da,[],2024-11-28 09:35:21+00:00,Novo Nordisk
1862856054955999316,Heard on the Street,Eli Lilly and Novo Nordisk inevitably are facing many challengers for their lucrative obesity drugs. Their moat just got a bit stronger explains @david_wainer  https://t.co/l9jCoJvgie $LLY $NVO $AMGN,en,[],2024-11-30 13:47:48+00:00,Novo Nordisk
1861306371301314698,Novo Nordisk Foundation,"The dyeing of denim traditionally relies on various harsh chemicals and causes significant environmental pollution. However, researchers in Denmark are aiming to change that through an innovative new dyeing method. The groundbreaking technique uses an aqueous solution of indican and near UV light to transform the compound indican into indigo directly on the yarn.

To advance this novel discovery, Katrine Qvortrup, Associate Professor at DTU Chemistry, and Senior Researcher Carsten Dam-Hansen from DTU Electro, have been awarded a Distinguished Innovator Grant from the Novo Nordisk Foundation for the research project, ""Indican-based light-driven blue denim dyeing for low-impact fashion.""

This grant will enable the researchers to fully optimise the reaction process and develop scalable systems for large-scale dyeing. Ultimately, they aim to create a continuous prototype dyeing system to efficiently dye yarn with minimal environmental and societal impact.",en,[],2024-11-26 07:09:54+00:00,Novo Nordisk
1861888996198027362,Reuters Health,"Canada's health regulator has approved Novo Nordisk's weight loss drug Wegovy to reduce the risk of nonfatal heart attack or myocardial infarction in some adults, the Danish drugmaker said on Wednesday. https://t.co/xROeebW4Gp https://t.co/xROeebW4Gp",en,[],2024-11-27 21:45:03+00:00,Novo Nordisk
1862434481954603348,Divya Avasthy,"@DefiyantlyFree So the US is funding Ozempic from taxpayer money - a drug that has a restricted prescription-use in its home country Denmark. 

And its manufacturer Novo Nordisk has a dubious record (as per what little I remember of an RFK Jr. interview).",en,[],2024-11-29 09:52:37+00:00,Novo Nordisk
1862829881559511423,WSJ Markets,Heard on the Street: Amgen could have an obesity drug on the market within a few years. But Lilly and Novo Nordisk’s market leadership isn’t about to be upended https://t.co/p2F8yZGe34,en,[],2024-11-30 12:03:48+00:00,Novo Nordisk
1862473383717302436,Team Novo Nordisk,Did you get it 😅 https://t.co/gSshue1rdi,en,[],2024-11-29 12:27:12+00:00,Novo Nordisk
1862832541511700960,Markets News,"New ""Market News"" post on WSJ: Eli Lilly and Novo Nordisk's Obesity Moat Just Got Stronger https://t.co/fP1G4egtJa",en,[],2024-11-30 12:14:22+00:00,Novo Nordisk
1860719438225375240,Quality Stocks,"🇩🇰 Novo Nordisk $NVO one pager

🏆 Score 7.9/10
🎯 My fair price is around 770DKK

🐂 Bull case
- Incredible profitability
- Diabete and obesity tailwind
- Good balance sheet for further investments (pipeline, acquisition)

🐻 Bear case
- Strenghtening competition
- Lower 2025 growth than expected
- Pipeline could be better",en,[],2024-11-24 16:17:39+00:00,Novo Nordisk
1854236893749325830,Trung Phan,when you realize Ozempic maker Novo Nordisk ($470B) has almost exact same market cap as Coca-Cola and McDonald’s combined ($485B) https://t.co/1sSMf5m0gg,en,[],2024-11-06 18:58:20+00:00,Novo Nordisk
1861683104064368672,Novo Nordisk Foundation,"Join us for the last episode of our 4-part series marking the 100th anniversary of the Novo Nordisk Foundation in 2024.

Pandemics, energy crises, the explosion of cardiometabolic diseases, the climate crisis and humanitarian needs because of war and famine. With all these crises, the world needs action – now. And as the challenges become increasingly global, the Novo Nordisk Foundation has chosen to donate more and more funds beyond Denmark’s borders. This shift in direction has led to uncertainty. Isn’t it more sensible to invest the profits here in Denmark rather than spreading it thinly all over the world?

Watch or revisit the series 'Century of Legacies': https://t.co/bOI7sdVbVU

#health #innovation #medicine #diabetes #history #anniversary",en,"['health', 'innovation', 'medicine', 'diabetes', 'history', 'anniversary']",2024-11-27 08:06:55+00:00,Novo Nordisk
1860823890311917904,Washington #insulin4all,"Last week for #WorldDiabetesDay we protested @novonordisk &amp; their recent move to stop selling #insulin  to the millions with #diabetes in #SouthAfrica 🇿🇦 

@t1international &amp; #insulin4all advocates came together in #Seattle

We ration as they profiteer &amp; extort https://t.co/hadgtpMcuc",en,"['WorldDiabetesDay', 'insulin', 'diabetes', 'SouthAfrica', 'insulin4all', 'Seattle']",2024-11-24 23:12:42+00:00,Novo Nordisk
1862512788653916286,Rıza Akpolat,"Abbasağa Parkı’mızda, Türkiye Obezite Araştırma Derneği ve Novo Nordisk iş birliğiyle Türkiye’nin ilk ‘Kilo Yönetim Noktası’nı hayata geçirdik.

Fazla kilonun olumsuz etkilerine dikkat çekiyor, komşularımıza sağlık için hareketli bir yaşam alışkanlığı kazandırmayı hedefliyoruz. https://t.co/uTdq58Yxjn",tr,[],2024-11-29 15:03:47+00:00,Novo Nordisk
1862578552488509669,Buck Parish,"Just another Scam from the Dirty Communist Bastards

Eli Lilly and Novo Nordisk shares rose Tuesday after the Biden administration proposed expanding coverage of the companies' popular weight-loss drugs in government-backed healthcare plans including Medicare and Medicaid. https://t.co/uK7XfgnF6R",en,[],2024-11-29 19:25:06+00:00,Novo Nordisk
1859987775971328204,Streetinsider.com,"Barclays says buy Novo Nordisk $NVO stock 'into this critically important catalyst'
https://t.co/1QfrAJAlED https://t.co/MHad1mW1O3",en,[],2024-11-22 15:50:17+00:00,Novo Nordisk
