Tweet_id,User_name,Tweet_text,Language,Hashtags,Created_at,Search_Keyword
1862144603207377007,Ahmed Alardi,"سمعتوا عن الانسولين الجديد من Novo Nordisk ؟ .. اللي أقدر اسميه ""الإنسولين الذكي""😎

ثورة جديدة وواعدة في علاج السكري !👏🏻 
NNC2215 https://t.co/QPxyaXPX8P",ar,[],2024-11-28 14:40:45+00:00,Novo Nordisk
1862856054955999316,Heard on the Street,Eli Lilly and Novo Nordisk inevitably are facing many challengers for their lucrative obesity drugs. Their moat just got a bit stronger explains @david_wainer  https://t.co/l9jCoJvgie $LLY $NVO $AMGN,en,[],2024-11-30 13:47:48+00:00,Novo Nordisk
1862067746982232495,Margrethe,"@s_elkj Deres proddukter har jeg holdt mig fra siden muhammedkrisen. Landsforræderi bliver aldrig glemt. Og nu vi er ved det. Spøjst sammenfald med medicinal og ""fødevare"" industri, hvis vi overhovedet kan kalde deres junk det. Et medlem af Novo Nordisk Fonden: https://t.co/5wtZHZdqB9",da,[],2024-11-28 09:35:21+00:00,Novo Nordisk
1861888996198027362,Reuters Health,"Canada's health regulator has approved Novo Nordisk's weight loss drug Wegovy to reduce the risk of nonfatal heart attack or myocardial infarction in some adults, the Danish drugmaker said on Wednesday. https://t.co/xROeebW4Gp https://t.co/xROeebW4Gp",en,[],2024-11-27 21:45:03+00:00,Novo Nordisk
1861306371301314698,Novo Nordisk Foundation,"The dyeing of denim traditionally relies on various harsh chemicals and causes significant environmental pollution. However, researchers in Denmark are aiming to change that through an innovative new dyeing method. The groundbreaking technique uses an aqueous solution of indican and near UV light to transform the compound indican into indigo directly on the yarn.

To advance this novel discovery, Katrine Qvortrup, Associate Professor at DTU Chemistry, and Senior Researcher Carsten Dam-Hansen from DTU Electro, have been awarded a Distinguished Innovator Grant from the Novo Nordisk Foundation for the research project, ""Indican-based light-driven blue denim dyeing for low-impact fashion.""

This grant will enable the researchers to fully optimise the reaction process and develop scalable systems for large-scale dyeing. Ultimately, they aim to create a continuous prototype dyeing system to efficiently dye yarn with minimal environmental and societal impact.",en,[],2024-11-26 07:09:54+00:00,Novo Nordisk
1862829881559511423,WSJ Markets,Heard on the Street: Amgen could have an obesity drug on the market within a few years. But Lilly and Novo Nordisk’s market leadership isn’t about to be upended https://t.co/p2F8yZGe34,en,[],2024-11-30 12:03:48+00:00,Novo Nordisk
1862473383717302436,Team Novo Nordisk,Did you get it 😅 https://t.co/gSshue1rdi,en,[],2024-11-29 12:27:12+00:00,Novo Nordisk
1862434481954603348,Divya Avasthy,"@DefiyantlyFree So the US is funding Ozempic from taxpayer money - a drug that has a restricted prescription-use in its home country Denmark. 

And its manufacturer Novo Nordisk has a dubious record (as per what little I remember of an RFK Jr. interview).",en,[],2024-11-29 09:52:37+00:00,Novo Nordisk
1846608289884524977,Camus,"Robert F. Kennedy Jr.: ""Today, over 100 members of Congress support a bill to fund Ozempic with Medicare at $1,500 a month. Most of these members have taken money from the manufacturer of that product, a European company called Novo Nordisk. As everyone knows, once a drug is approved for Medicare, it goes to Medicaid.
And there is a push to recommend Ozempic for Americans as young as six over a condition, obesity, that is completely preventable and barely even existed 100 years ago. Since 74% of Americans are obese, the cost of all of them, if they take their Ozempic prescriptions, will be $3 trillion a year. This is a drug that has made Novo Nordisk the biggest company in Europe.
It's a Danish company, but the Danish government does not recommend it. It recommends a change in diet to treat obesity and exercise. Virtually Novo Nordisk's entire value is based upon its projections of what Ozempic is going to sell to Americans. For half the price of Ozempic, we could purchase regeneratively raised organic agriculture, organic food for every American three meals a day and gym membership for every obese American. Why are members of Congress doing the bidding of this Danish company instead of standing up for American farmers and children? Because Novo Nordisk is one of the largest funders of medical research, the media and politicians and the medical schools all go along with them.""",en,[],2024-10-16 17:44:59+00:00,Novo Nordisk
1860719438225375240,Quality Stocks,"🇩🇰 Novo Nordisk $NVO one pager

🏆 Score 7.9/10
🎯 My fair price is around 770DKK

🐂 Bull case
- Incredible profitability
- Diabete and obesity tailwind
- Good balance sheet for further investments (pipeline, acquisition)

🐻 Bear case
- Strenghtening competition
- Lower 2025 growth than expected
- Pipeline could be better",en,[],2024-11-24 16:17:39+00:00,Novo Nordisk
